location,industry,fuels_consumed,date,value
sa,Residential,Electricity,2006-07,16.8
sa,Residential,Solarenergy,2006-07,0.5
sa,Residential,Naturalgas,2006-07,10.6
sa,Residential,Diesel,2006-07,0.2
sa,Residential,LPG,2006-07,1
sa,Manufacturing,Electricity,2006-07,10.8
sa,Manufacturing,Naturalgas,2006-07,30.1
sa,Manufacturing,Fueloil,2006-07,0.6
sa,Manufacturing,Diesel,2006-07,0.7
sa,Manufacturing,LPG,2006-07,0.8
sa,Mining,Electricity,2006-07,5.2
sa,Mining,Naturalgas,2006-07,17
sa,Mining,Diesel,2006-07,1.4
sa,Agriculture,Electricity,2006-07,1
sa,Agriculture,Diesel,2006-07,7.3
sa,Agriculture,LPG,2006-07,0.1
sa,Mining,LPG,2006-07,1.3
sa,Construction,Electricity,2007-08,0
sa,Construction,Naturalgas,2007-08,0.7
sa,Construction,Diesel,2007-08,1.1
sa,Transport_postal,Electricity,2007-08,0.1
sa,Transport_postal,Naturalgas,2007-08,2.6
sa,Transport_postal,Diesel,2007-08,29.3
sa,Transport_postal,LPG,2007-08,7.4
sa,Commercial_services,Diesel,2007-08,1.5
sa,Commercial_services,LPG,2007-08,0.2
sa,Commercial_services,Naturalgas,2007-08,4.8
sa,Commercial_services,Solarenergy,2007-08,0
sa,Commercial_services,Electricity,2007-08,13.6
sa,Electricity_gas_water_serv,LPG,2007-08,0
sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2007-08,0.6
sa,Electricity_gas_water_serv,Electricity,2007-08,6.3
sa,Electricity_gas_water_serv,Naturalgas,2007-08,79.4
sa,Electricity_gas_water_serv,Diesel,2007-08,0.7
sa,Residential,Electricity,2007-08,16.8
sa,Residential,Solarenergy,2007-08,0.5
sa,Residential,Naturalgas,2007-08,10.8
sa,Residential,Diesel,2007-08,0.2
sa,Residential,LPG,2007-08,1.3
sa,Manufacturing,Electricity,2007-08,10.5
sa,Manufacturing,Naturalgas,2007-08,31.3
sa,Manufacturing,Fueloil,2007-08,0.6
sa,Manufacturing,Diesel,2007-08,0.6
sa,Manufacturing,LPG,2007-08,0.9
sa,Mining,Electricity,2007-08,5.1
sa,Mining,Naturalgas,2007-08,16
sa,Mining,Diesel,2007-08,1.4
sa,Agriculture,Electricity,2007-08,1
sa,Agriculture,Diesel,2007-08,7.7
sa,Agriculture,LPG,2007-08,0.1
sa,Mining,LPG,2007-08,1
sa,Construction,Naturalgas,2008-09,0.6
sa,Construction,Electricity,2008-09,0
sa,Construction,Diesel,2008-09,1
sa,Transport_postal,Liquid/gasBiofuels,2008-09,0.4
sa,Transport_postal,Electricity,2008-09,0.2
sa,Transport_postal,Naturalgas,2008-09,1.1
sa,Transport_postal,Fueloil,2008-09,0.5
sa,Transport_postal,Diesel,2008-09,31
sa,Transport_postal,LPG,2008-09,7.1
sa,Commercial_services,Naturalgas,2008-09,4.8
sa,Commercial_services,Diesel,2008-09,1.5
sa,Commercial_services,LPG,2008-09,0.2
sa,Commercial_services,Solarenergy,2008-09,0
sa,Commercial_services,Electricity,2008-09,13.6
sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2008-09,0.9
sa,Electricity_gas_water_serv,Electricity,2008-09,7.6
sa,Electricity_gas_water_serv,Naturalgas,2008-09,72.2
sa,Electricity_gas_water_serv,Diesel,2008-09,0.9
sa,Residential,Electricity,2008-09,17.3
sa,Residential,Solarenergy,2008-09,0.6
sa,Residential,Naturalgas,2008-09,11
sa,Residential,Diesel,2008-09,0.2
sa,Residential,LPG,2008-09,1.3
sa,Manufacturing,Electricity,2008-09,10
sa,Manufacturing,Naturalgas,2008-09,26.2
sa,Manufacturing,Fueloil,2008-09,0.4
sa,Manufacturing,Diesel,2008-09,0.5
sa,Manufacturing,LPG,2008-09,0.8
sa,Mining,Electricity,2008-09,5.3
sa,Mining,Naturalgas,2008-09,18.1
sa,Mining,Diesel,2008-09,2.5
sa,Mining,LPG,2008-09,1
sa,Agriculture,Electricity,2008-09,0.9
sa,Agriculture,Diesel,2008-09,6.6
sa,Agriculture,LPG,2008-09,0.1
sa,Construction,Electricity,2009-10,0
sa,Construction,Naturalgas,2009-10,0.6
sa,Construction,Diesel,2009-10,1
sa,Transport_postal,Liquid/gasBiofuels,2009-10,0.4
sa,Transport_postal,Electricity,2009-10,0.2
sa,Transport_postal,Naturalgas,2009-10,1.1
sa,Transport_postal,Fueloil,2009-10,0.3
sa,Transport_postal,Diesel,2009-10,32.1
sa,Transport_postal,LPG,2009-10,6.4
sa,Commercial_services,Naturalgas,2009-10,4.8
sa,Commercial_services,Diesel,2009-10,1.5
sa,Commercial_services,LPG,2009-10,0.2
sa,Commercial_services,Solarenergy,2009-10,0
sa,Commercial_services,Electricity,2009-10,13.9
sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2009-10,0.9
sa,Electricity_gas_water_serv,Electricity,2009-10,6.9
sa,Electricity_gas_water_serv,Naturalgas,2009-10,55.9
sa,Electricity_gas_water_serv,Diesel,2009-10,2
sa,Residential,Electricity,2009-10,17.9
sa,Residential,Solarenergy,2009-10,0.7
sa,Residential,Naturalgas,2009-10,10.7
sa,Residential,Diesel,2009-10,0.2
sa,Residential,LPG,2009-10,1.3
sa,Manufacturing,Electricity,2009-10,10
sa,Manufacturing,Naturalgas,2009-10,28.1
sa,Manufacturing,Fueloil,2009-10,0.1
sa,Manufacturing,Diesel,2009-10,0.5
sa,Mining,Electricity,2009-10,4.7
sa,Mining,Naturalgas,2009-10,18.2
sa,Mining,Diesel,2009-10,2.7
sa,Agriculture,Electricity,2009-10,1
sa,Agriculture,Diesel,2009-10,5.9
sa,Agriculture,LPG,2009-10,0.1
sa,Mining,LPG,2009-10,0.8
sa,Manufacturing,LPG,2009-10,0.6
sa,Construction,Electricity,2010-11,0
sa,Construction,Naturalgas,2010-11,0.6
sa,Construction,Diesel,2010-11,1
sa,Transport_postal,Liquid/gasBiofuels,2010-11,0.5
sa,Transport_postal,Electricity,2010-11,0.3
sa,Transport_postal,Naturalgas,2010-11,1.3
sa,Transport_postal,Fueloil,2010-11,0.4
sa,Transport_postal,Diesel,2010-11,34.3
sa,Transport_postal,LPG,2010-11,5.4
sa,Commercial_services,Naturalgas,2010-11,2.8
sa,Commercial_services,Diesel,2010-11,1.5
sa,Commercial_services,LPG,2010-11,0.2
sa,Commercial_services,Solarenergy,2010-11,0
sa,Commercial_services,Electricity,2010-11,13.9
sa,Electricity_gas_water_serv,LPG,2010-11,0
sa,Electricity_gas_water_serv,Diesel,2010-11,1.1
sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2010-11,0.9
sa,Electricity_gas_water_serv,Electricity,2010-11,7.9
sa,Electricity_gas_water_serv,Naturalgas,2010-11,63.7
sa,Residential,Electricity,2010-11,18.3
sa,Residential,Solarenergy,2010-11,0.8
sa,Residential,Naturalgas,2010-11,10.7
sa,Residential,Diesel,2010-11,0.2
sa,Residential,LPG,2010-11,1.4
sa,Manufacturing,Electricity,2010-11,10.1
sa,Manufacturing,Naturalgas,2010-11,25.8
sa,Manufacturing,Fueloil,2010-11,0.1
sa,Manufacturing,Diesel,2010-11,0.4
sa,Manufacturing,LPG,2010-11,0.6
sa,Mining,Electricity,2010-11,5.8
sa,Mining,Naturalgas,2010-11,17
sa,Mining,Diesel,2010-11,4.2
sa,Agriculture,Electricity,2010-11,0.9
sa,Agriculture,Diesel,2010-11,5.3
sa,Agriculture,LPG,2010-11,0.1
sa,Mining,LPG,2010-11,0.9
sa,Construction,Electricity,2011-12,0
sa,Construction,Naturalgas,2011-12,0.6
sa,Construction,Diesel,2011-12,1
sa,Transport_postal,Liquid/gasBiofuels,2011-12,0.6
sa,Transport_postal,Electricity,2011-12,0.3
sa,Transport_postal,Naturalgas,2011-12,0.8
sa,Transport_postal,Fueloil,2011-12,0.6
sa,Transport_postal,Diesel,2011-12,34.8
sa,Transport_postal,LPG,2011-12,5.6
sa,Commercial_services,Naturalgas,2011-12,2.7
sa,Commercial_services,Diesel,2011-12,1.6
sa,Commercial_services,Solarenergy,2011-12,0
sa,Commercial_services,LPG,2011-12,0.2
sa,Commercial_services,Electricity,2011-12,13.3
sa,Electricity_gas_water_serv,LPG,2011-12,0
sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2011-12,0.9
sa,Electricity_gas_water_serv,Electricity,2011-12,7.3
sa,Electricity_gas_water_serv,Naturalgas,2011-12,64.2
sa,Electricity_gas_water_serv,Diesel,2011-12,1.2
sa,Residential,Electricity,2011-12,18.2
sa,Residential,Solarenergy,2011-12,0.8
sa,Residential,Naturalgas,2011-12,11.7
sa,Residential,Diesel,2011-12,0.2
sa,Residential,LPG,2011-12,1.3
sa,Manufacturing,Electricity,2011-12,9.8
sa,Manufacturing,Naturalgas,2011-12,27.3
sa,Manufacturing,Fueloil,2011-12,0.2
sa,Manufacturing,Diesel,2011-12,0.5
sa,Manufacturing,LPG,2011-12,1
sa,Mining,Electricity,2011-12,5.9
sa,Mining,Naturalgas,2011-12,17.7
sa,Mining,Diesel,2011-12,6
sa,Agriculture,Electricity,2011-12,1
sa,Agriculture,Naturalgas,2011-12,0.1
sa,Agriculture,Diesel,2011-12,5.3
sa,Agriculture,LPG,2011-12,0.1
sa,Mining,LPG,2011-12,1
sa,Construction,Electricity,2012-13,0
sa,Construction,Naturalgas,2012-13,0.6
sa,Construction,Diesel,2012-13,1
sa,Transport_postal,Liquid/gasBiofuels,2012-13,0.5
sa,Transport_postal,Electricity,2012-13,0.3
sa,Transport_postal,Naturalgas,2012-13,1.2
sa,Transport_postal,Fueloil,2012-13,0.4
sa,Transport_postal,Diesel,2012-13,35.8
sa,Transport_postal,LPG,2012-13,5.9
sa,Commercial_services,Naturalgas,2012-13,2.7
sa,Commercial_services,Diesel,2012-13,1.7
sa,Commercial_services,LPG,2012-13,0.3
sa,Commercial_services,Solarenergy,2012-13,0
sa,Commercial_services,Electricity,2012-13,13.7
sa,Electricity_gas_water_serv,LPG,2012-13,0
sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2012-13,1
sa,Electricity_gas_water_serv,Electricity,2012-13,8.3
sa,Electricity_gas_water_serv,Naturalgas,2012-13,66.3
sa,Electricity_gas_water_serv,Diesel,2012-13,1
sa,Residential,Electricity,2012-13,18
sa,Residential,Solarenergy,2012-13,0.8
sa,Residential,Naturalgas,2012-13,11.8
sa,Residential,Diesel,2012-13,0.2
sa,Residential,LPG,2012-13,1.3
sa,Manufacturing,Electricity,2012-13,9.3
sa,Manufacturing,Naturalgas,2012-13,24.9
sa,Manufacturing,Fueloil,2012-13,0.4
sa,Manufacturing,Diesel,2012-13,0.6
sa,Mining,Electricity,2012-13,6.1
sa,Mining,Naturalgas,2012-13,17.1
sa,Mining,Diesel,2012-13,8.5
sa,Agriculture,Electricity,2012-13,0.9
sa,Agriculture,Naturalgas,2012-13,0.1
sa,Agriculture,Diesel,2012-13,5.3
sa,Agriculture,LPG,2012-13,0.1
sa,Mining,LPG,2012-13,0.9
sa,Manufacturing,LPG,2012-13,0.8
sa,Construction,Electricity,2013-14,0
sa,Construction,Naturalgas,2013-14,0.6
sa,Construction,Diesel,2013-14,1
sa,Transport_postal,Liquid/gasBiofuels,2013-14,0.6
sa,Transport_postal,Electricity,2013-14,0.3
sa,Transport_postal,Naturalgas,2013-14,0.9
sa,Transport_postal,Fueloil,2013-14,0.5
sa,Transport_postal,Diesel,2013-14,36.4
sa,Transport_postal,LPG,2013-14,4.5
sa,Commercial_services,Diesel,2013-14,1.6
sa,Commercial_services,LPG,2013-14,0.3
sa,Commercial_services,Naturalgas,2013-14,5
sa,Commercial_services,Solarenergy,2013-14,0
sa,Commercial_services,Electricity,2013-14,13.7
sa,Electricity_gas_water_serv,LPG,2013-14,0
sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2013-14,1.1
sa,Electricity_gas_water_serv,Electricity,2013-14,8.6
sa,Electricity_gas_water_serv,Naturalgas,2013-14,55.5
sa,Electricity_gas_water_serv,Diesel,2013-14,1.2
sa,Residential,Electricity,2013-14,17.3
sa,Residential,Solarenergy,2013-14,0.8
sa,Residential,Naturalgas,2013-14,11.9
sa,Residential,Diesel,2013-14,0.2
sa,Residential,LPG,2013-14,1.4
sa,Manufacturing,Electricity,2013-14,9.9
sa,Manufacturing,Naturalgas,2013-14,24
sa,Manufacturing,Fueloil,2013-14,0.6
sa,Manufacturing,Diesel,2013-14,0.6
sa,Manufacturing,LPG,2013-14,0.8
sa,Mining,Electricity,2013-14,6.4
sa,Mining,Naturalgas,2013-14,18.8
sa,Mining,Diesel,2013-14,8.8
sa,Mining,LPG,2013-14,0.8
sa,Agriculture,Electricity,2013-14,1.3
sa,Agriculture,Naturalgas,2013-14,0.1
sa,Agriculture,Diesel,2013-14,5
sa,Agriculture,LPG,2013-14,0.1
sa,Construction,Electricity,2014-15,0
sa,Construction,Naturalgas,2014-15,0.6
sa,Construction,Diesel,2014-15,0.9
sa,Transport_postal,Liquid/gasBiofuels,2014-15,0.5
sa,Transport_postal,Electricity,2014-15,0.2
sa,Transport_postal,Naturalgas,2014-15,0.9
sa,Transport_postal,Fueloil,2014-15,0.4
sa,Transport_postal,Diesel,2014-15,38.4
sa,Transport_postal,LPG,2014-15,3.9
sa,Commercial_services,Naturalgas,2014-15,5.3
sa,Commercial_services,Diesel,2014-15,1.6
sa,Commercial_services,Solarenergy,2014-15,0
sa,Commercial_services,LPG,2014-15,0.3
sa,Commercial_services,Electricity,2014-15,14.8
sa,Electricity_gas_water_serv,LPG,2014-15,0
sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2014-15,1.5
sa,Electricity_gas_water_serv,Electricity,2014-15,8.1
sa,Electricity_gas_water_serv,Naturalgas,2014-15,47.9
sa,Electricity_gas_water_serv,Diesel,2014-15,1.7
sa,Residential,Electricity,2014-15,17.1
sa,Residential,Solarenergy,2014-15,0.9
sa,Residential,Naturalgas,2014-15,12
sa,Residential,Diesel,2014-15,0.2
sa,Residential,LPG,2014-15,1.4
sa,Manufacturing,Electricity,2014-15,8.9
sa,Manufacturing,Naturalgas,2014-15,21.7
sa,Manufacturing,Fueloil,2014-15,0.4
sa,Manufacturing,Diesel,2014-15,0.6
sa,Manufacturing,LPG,2014-15,0.6
sa,Mining,Electricity,2014-15,6
sa,Mining,Naturalgas,2014-15,17.9
sa,Mining,Diesel,2014-15,8.2
sa,Agriculture,Electricity,2014-15,1.2
sa,Agriculture,Naturalgas,2014-15,0.1
sa,Agriculture,Diesel,2014-15,5.2
sa,Agriculture,LPG,2014-15,0.1
sa,Mining,LPG,2014-15,0.7
sa,Construction,Electricity,2015-16,0
sa,Construction,Naturalgas,2015-16,0.6
sa,Construction,Diesel,2015-16,0.9
sa,Transport_postal,Liquid/gasBiofuels,2015-16,0.5
sa,Transport_postal,Electricity,2015-16,0.1
sa,Transport_postal,Naturalgas,2015-16,1.7
sa,Transport_postal,Fueloil,2015-16,0.4
sa,Transport_postal,Diesel,2015-16,40
sa,Transport_postal,LPG,2015-16,3.2
sa,Commercial_services,Naturalgas,2015-16,5.5
sa,Commercial_services,Diesel,2015-16,1.6
sa,Commercial_services,Solarenergy,2015-16,0
sa,Commercial_services,LPG,2015-16,0.2
sa,Commercial_services,Electricity,2015-16,14.9
sa,Electricity_gas_water_serv,LPG,2015-16,0
sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2015-16,1.3
sa,Electricity_gas_water_serv,Electricity,2015-16,8.4
sa,Electricity_gas_water_serv,Naturalgas,2015-16,49.8
sa,Electricity_gas_water_serv,Diesel,2015-16,1
sa,Residential,Electricity,2015-16,17.5
sa,Residential,Solarenergy,2015-16,0.9
sa,Residential,Naturalgas,2015-16,12.2
sa,Residential,LPG,2015-16,1.9
sa,Manufacturing,Electricity,2015-16,9
sa,Manufacturing,Naturalgas,2015-16,21.1
sa,Manufacturing,Fueloil,2015-16,0.3
sa,Manufacturing,Diesel,2015-16,0.6
sa,Mining,Electricity,2015-16,6.3
sa,Mining,Naturalgas,2015-16,16.8
sa,Mining,Diesel,2015-16,5.3
sa,Agriculture,Electricity,2015-16,1.1
sa,Agriculture,Naturalgas,2015-16,0.1
sa,Agriculture,Diesel,2015-16,5.3
sa,Agriculture,LPG,2015-16,0.1
sa,Mining,LPG,2015-16,0.7
sa,Manufacturing,LPG,2015-16,0.6
sa,Construction,Electricity,2016-17,0
sa,Construction,Naturalgas,2016-17,0.6
sa,Construction,Diesel,2016-17,0.9
sa,Transport_postal,Liquid/gasBiofuels,2016-17,0.1
sa,Transport_postal,Electricity,2016-17,0.2
sa,Transport_postal,Naturalgas,2016-17,2
sa,Transport_postal,Fueloil,2016-17,0.4
sa,Transport_postal,Diesel,2016-17,40.7
sa,Transport_postal,LPG,2016-17,2.4
sa,Commercial_services,Diesel,2016-17,1.7
sa,Commercial_services,LPG,2016-17,0.2
sa,Commercial_services,Naturalgas,2016-17,5.6
sa,Commercial_services,Solarenergy,2016-17,0
sa,Commercial_services,Electricity,2016-17,15.1
sa,Electricity_gas_water_serv,LPG,2016-17,0
sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2016-17,1.1
sa,Electricity_gas_water_serv,Electricity,2016-17,7.2
sa,Electricity_gas_water_serv,Naturalgas,2016-17,59.4
sa,Electricity_gas_water_serv,Solvents,2016-17,0
sa,Electricity_gas_water_serv,Diesel,2016-17,1.4
sa,Residential,Electricity,2016-17,17.1
sa,Residential,Solarenergy,2016-17,0.9
sa,Residential,Naturalgas,2016-17,12.3
sa,Residential,LPG,2016-17,1.7
sa,Manufacturing,Electricity,2016-17,8.8
sa,Manufacturing,Naturalgas,2016-17,21.2
sa,Manufacturing,Fueloil,2016-17,0.3
sa,Manufacturing,Diesel,2016-17,0.6
sa,Manufacturing,LPG,2016-17,0.5
sa,Mining,Electricity,2016-17,6.1
sa,Mining,Naturalgas,2016-17,15.6
sa,Mining,Diesel,2016-17,5.4
sa,Agriculture,Electricity,2016-17,0.8
sa,Agriculture,Naturalgas,2016-17,0.1
sa,Agriculture,Diesel,2016-17,6.1
sa,Agriculture,LPG,2016-17,0.2
sa,Mining,LPG,2016-17,0.7
sa,Construction,Electricity,2017-18,0
sa,Construction,Naturalgas,2017-18,0.6
sa,Construction,Diesel,2017-18,0.9
sa,Transport_postal,Electricity,2017-18,0.2
sa,Transport_postal,Naturalgas,2017-18,1.9
sa,Transport_postal,Fueloil,2017-18,0.4
sa,Transport_postal,Diesel,2017-18,45.7
sa,Transport_postal,LPG,2017-18,1.6
sa,Commercial_services,Naturalgas,2017-18,5.4
sa,Commercial_services,Diesel,2017-18,1.8
sa,Commercial_services,LPG,2017-18,0.2
sa,Commercial_services,Solarenergy,2017-18,0
sa,Commercial_services,Electricity,2017-18,15.3
sa,Electricity_gas_water_serv,LPG,2017-18,0
sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2017-18,1.1
sa,Electricity_gas_water_serv,Electricity,2017-18,7.7
sa,Electricity_gas_water_serv,Naturalgas,2017-18,71.5
sa,Electricity_gas_water_serv,Diesel,2017-18,1.1
sa,Residential,Electricity,2017-18,17.1
sa,Residential,Solarenergy,2017-18,1
sa,Residential,Naturalgas,2017-18,12.2
sa,Residential,LPG,2017-18,1.6
sa,Manufacturing,Electricity,2017-18,8.7
sa,Manufacturing,Naturalgas,2017-18,21.5
sa,Manufacturing,Fueloil,2017-18,0.3
sa,Manufacturing,Diesel,2017-18,0.7
sa,Manufacturing,LPG,2017-18,0.4
sa,Mining,Electricity,2017-18,5.8
sa,Mining,Naturalgas,2017-18,14.3
sa,Mining,Diesel,2017-18,5.4
sa,Agriculture,Electricity,2017-18,0.7
sa,Agriculture,Naturalgas,2017-18,0.1
sa,Agriculture,Diesel,2017-18,6.2
sa,Agriculture,LPG,2017-18,0.1
sa,Mining,LPG,2017-18,0.6
sa,Construction,Electricity,2018-19,0
sa,Construction,Naturalgas,2018-19,0.6
sa,Construction,Diesel,2018-19,0.9
sa,Transport_postal,Electricity,2018-19,0.2
sa,Transport_postal,Naturalgas,2018-19,1.9
sa,Transport_postal,Fueloil,2018-19,0.2
sa,Transport_postal,Diesel,2018-19,45.5
sa,Transport_postal,LPG,2018-19,1.3
sa,Commercial_services,Diesel,2018-19,1.8
sa,Commercial_services,LPG,2018-19,0.2
sa,Commercial_services,Naturalgas,2018-19,3.9
sa,Commercial_services,Solarenergy,2018-19,0
sa,Commercial_services,Electricity,2018-19,15.5
sa,Electricity_gas_water_serv,LPG,2018-19,0
sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2018-19,1.1
sa,Electricity_gas_water_serv,Electricity,2018-19,7.9
sa,Electricity_gas_water_serv,Naturalgas,2018-19,67.9
sa,Electricity_gas_water_serv,Diesel,2018-19,1.1
sa,Residential,Electricity,2018-19,16.7
sa,Residential,Solarenergy,2018-19,1
sa,Residential,Naturalgas,2018-19,12.4
sa,Residential,LPG,2018-19,1.6
sa,Manufacturing,Electricity,2018-19,8.7
sa,Manufacturing,Naturalgas,2018-19,22.2
sa,Manufacturing,Fueloil,2018-19,0.3
sa,Manufacturing,Diesel,2018-19,0.8
sa,Manufacturing,LPG,2018-19,0.5
sa,Mining,Electricity,2018-19,6
sa,Mining,Naturalgas,2018-19,5.3
sa,Mining,Diesel,2018-19,5
sa,Mining,LPG,2018-19,0.7
sa,Agriculture,Electricity,2018-19,0.7
sa,Agriculture,Naturalgas,2018-19,0.1
sa,Agriculture,Diesel,2018-19,5.6
sa,Agriculture,LPG,2018-19,0.1
tas,Construction,Diesel,2000-01,0.8
tas,Transport_postal,Diesel,2000-01,7.1
tas,Transport_postal,LPG,2000-01,0.4
tas,Commercial_services,Diesel,2000-01,0.2
tas,Commercial_services,LPG,2000-01,0.1
tas,Commercial_services,Electricity,2000-01,5.5
tas,Electricity_gas_water_serv,Electricity,2000-01,2.6
tas,Electricity_gas_water_serv,Diesel,2000-01,0.2
tas,Residential,Electricity,2000-01,5.3
tas,Residential,Diesel,2000-01,0
tas,Residential,LPG,2000-01,0.3
tas,Manufacturing,Electricity,2000-01,19.9
tas,Manufacturing,Diesel,2000-01,0.6
tas,Manufacturing,LPG,2000-01,0.5
tas,Mining,Diesel,2000-01,0.9
tas,Agriculture,Electricity,2000-01,0.5
tas,Agriculture,Diesel,2000-01,2
tas,Construction,Diesel,2001-02,0.7
tas,Transport_postal,Diesel,2001-02,7.5
tas,Commercial_services,Diesel,2001-02,0.3
tas,Commercial_services,LPG,2001-02,0.1
tas,Commercial_services,Electricity,2001-02,5.6
tas,Transport_postal,LPG,2001-02,0.4
tas,Electricity_gas_water_serv,Electricity,2001-02,2.6
tas,Electricity_gas_water_serv,Diesel,2001-02,0.2
tas,Residential,Electricity,2001-02,6.6
tas,Residential,Diesel,2001-02,0
tas,Residential,LPG,2001-02,0.3
tas,Manufacturing,Electricity,2001-02,20.4
tas,Manufacturing,Diesel,2001-02,0.6
tas,Manufacturing,LPG,2001-02,0.5
tas,Mining,Diesel,2001-02,0.9
tas,Agriculture,Electricity,2001-02,0.5
tas,Agriculture,Diesel,2001-02,2
tas,Agriculture,LPG,2001-02,0
tas,Construction,Diesel,2002-03,0.7
tas,Transport_postal,Fueloil,2002-03,0.1
tas,Transport_postal,Diesel,2002-03,8.4
tas,Transport_postal,LPG,2002-03,0.5
tas,Commercial_services,Fueloil,2002-03,0
tas,Commercial_services,Diesel,2002-03,0.3
tas,Commercial_services,LPG,2002-03,0.1
tas,Commercial_services,Solarenergy,2002-03,0
tas,Commercial_services,Electricity,2002-03,6.7
tas,Electricity_gas_water_serv,Electricity,2002-03,2.8
tas,Electricity_gas_water_serv,Naturalgas,2002-03,3.6
tas,Electricity_gas_water_serv,Diesel,2002-03,0.1
tas,Residential,Electricity,2002-03,6.9
tas,Residential,Solarenergy,2002-03,0
tas,Residential,Diesel,2002-03,0
tas,Residential,LPG,2002-03,0.4
tas,Manufacturing,Electricity,2002-03,21.5
tas,Manufacturing,Naturalgas,2002-03,0.5
tas,Manufacturing,Diesel,2002-03,0.4
tas,Manufacturing,LPG,2002-03,0.4
tas,Mining,Diesel,2002-03,1
tas,Agriculture,Electricity,2002-03,0.6
tas,Agriculture,Diesel,2002-03,2.8
tas,Agriculture,LPG,2002-03,0
tas,Construction,Diesel,2003-04,1.2
tas,Transport_postal,Fueloil,2003-04,0
tas,Transport_postal,Diesel,2003-04,8.9
tas,Transport_postal,LPG,2003-04,0.5
tas,Commercial_services,Fueloil,2003-04,0
tas,Commercial_services,Diesel,2003-04,0.5
tas,Commercial_services,LPG,2003-04,0.1
tas,Commercial_services,Solarenergy,2003-04,0
tas,Commercial_services,Electricity,2003-04,6.8
tas,Electricity_gas_water_serv,Electricity,2003-04,2.9
tas,Electricity_gas_water_serv,Naturalgas,2003-04,6.2
tas,Electricity_gas_water_serv,Diesel,2003-04,0.1
tas,Residential,Electricity,2003-04,7.5
tas,Residential,Solarenergy,2003-04,0
tas,Residential,Diesel,2003-04,0
tas,Residential,LPG,2003-04,0.4
tas,Manufacturing,Electricity,2003-04,21.5
tas,Manufacturing,Naturalgas,2003-04,0.5
tas,Manufacturing,Diesel,2003-04,0.4
tas,Manufacturing,LPG,2003-04,0.4
tas,Mining,Diesel,2003-04,0.9
tas,Agriculture,Electricity,2003-04,0.5
tas,Agriculture,Diesel,2003-04,2.9
tas,Agriculture,LPG,2003-04,0
tas,Construction,Diesel,2004-05,1.5
tas,Transport_postal,Fueloil,2004-05,0
tas,Transport_postal,Diesel,2004-05,9.7
tas,Transport_postal,LPG,2004-05,0.4
tas,Commercial_services,Fueloil,2004-05,0
tas,Commercial_services,Diesel,2004-05,0
tas,Commercial_services,Solarenergy,2004-05,0
tas,Commercial_services,LPG,2004-05,0.1
tas,Commercial_services,Electricity,2004-05,6.5
tas,Electricity_gas_water_serv,Electricity,2004-05,2.8
tas,Electricity_gas_water_serv,Naturalgas,2004-05,7.4
tas,Electricity_gas_water_serv,Diesel,2004-05,0.2
tas,Residential,Electricity,2004-05,7.9
tas,Residential,Solarenergy,2004-05,0
tas,Residential,Diesel,2004-05,0
tas,Residential,LPG,2004-05,0.3
tas,Manufacturing,Electricity,2004-05,23.3
tas,Manufacturing,Naturalgas,2004-05,0.9
tas,Manufacturing,Diesel,2004-05,0.4
tas,Manufacturing,LPG,2004-05,0.4
tas,Mining,Diesel,2004-05,0.9
tas,Agriculture,Electricity,2004-05,0.5
tas,Agriculture,Diesel,2004-05,3
tas,Agriculture,LPG,2004-05,0
tas,Construction,Diesel,2005-06,1.4
tas,Transport_postal,Fueloil,2005-06,0
tas,Transport_postal,Diesel,2005-06,10.6
tas,Transport_postal,LPG,2005-06,0.5
tas,Commercial_services,Diesel,2005-06,0.8
tas,Commercial_services,Solarenergy,2005-06,0
tas,Commercial_services,LPG,2005-06,0.1
tas,Commercial_services,Electricity,2005-06,6.4
tas,Electricity_gas_water_serv,Electricity,2005-06,2.7
tas,Electricity_gas_water_serv,Naturalgas,2005-06,8.6
tas,Electricity_gas_water_serv,Diesel,2005-06,0.2
tas,Residential,Electricity,2005-06,7.9
tas,Residential,Solarenergy,2005-06,0
tas,Residential,Diesel,2005-06,0
tas,Residential,LPG,2005-06,0.4
tas,Manufacturing,Electricity,2005-06,22.3
tas,Manufacturing,Naturalgas,2005-06,0.8
tas,Manufacturing,Diesel,2005-06,0.4
tas,Mining,Diesel,2005-06,1
tas,Agriculture,Electricity,2005-06,0.5
tas,Agriculture,Diesel,2005-06,3
tas,Agriculture,LPG,2005-06,0
tas,Manufacturing,LPG,2005-06,0.5
tas,Construction,Diesel,2006-07,1.6
tas,Transport_postal,Diesel,2006-07,10.2
tas,Transport_postal,LPG,2006-07,0.4
tas,Commercial_services,Diesel,2006-07,0.9
tas,Commercial_services,LPG,2006-07,0.1
