location,industry,fuels_consumed,date,value
nsw,Commercial_services,Solarenergy,2010-11,0.1
nsw,Commercial_services,Electricity,2010-11,66.3
nsw,Commercial_services,Liquid/gasBiofuels,2010-11,0
nsw,Electricity_gas_water_serv,Blackcoal,2010-11,596.5
nsw,Electricity_gas_water_serv,Diesel,2010-11,1.4
nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2010-11,4
nsw,Electricity_gas_water_serv,Electricity,2010-11,35.7
nsw,Electricity_gas_water_serv,Naturalgas,2010-11,38.2
nsw,Residential,Electricity,2010-11,86.6
nsw,Residential,Solarenergy,2010-11,3.4
nsw,Residential,Naturalgas,2010-11,24.3
nsw,Residential,Diesel,2010-11,0.1
nsw,Residential,LPG,2010-11,4.9
nsw,Manufacturing,Liquid/gasBiofuels,2010-11,2.5
nsw,Manufacturing,Electricity,2010-11,77.8
nsw,Manufacturing,Naturalgas,2010-11,72.5
nsw,Manufacturing,Fueloil,2010-11,13.3
nsw,Manufacturing,Diesel,2010-11,1.7
nsw,Manufacturing,LPG,2010-11,9.1
nsw,Mining,Liquid/gasBiofuels,2010-11,0.9
nsw,Mining,Electricity,2010-11,13.9
nsw,Mining,Naturalgas,2010-11,0
nsw,Mining,Fueloil,2010-11,0
nsw,Mining,Diesel,2010-11,30.8
nsw,Agriculture,Electricity,2010-11,2.3
nsw,Agriculture,Diesel,2010-11,24.5
nsw,Agriculture,LPG,2010-11,0.4
nsw,Mining,LPG,2010-11,0.1
nsw,Manufacturing,Blackcoal,2010-11,143.9
nsw,Construction,Electricity,2011-12,0.2
nsw,Construction,Naturalgas,2011-12,0.1
nsw,Construction,Diesel,2011-12,4.2
nsw,Transport_postal,Liquid/gasBiofuels,2011-12,6.3
nsw,Transport_postal,Electricity,2011-12,4.6
nsw,Transport_postal,Naturalgas,2011-12,1.6
nsw,Transport_postal,Fueloil,2011-12,6.4
nsw,Transport_postal,Diesel,2011-12,147.5
nsw,Transport_postal,LPG,2011-12,14.5
nsw,Commercial_services,Naturalgas,2011-12,10
nsw,Commercial_services,Fueloil,2011-12,0
nsw,Commercial_services,Diesel,2011-12,5
nsw,Commercial_services,Solarenergy,2011-12,0.1
nsw,Commercial_services,LPG,2011-12,0.6
nsw,Commercial_services,Electricity,2011-12,64.4
nsw,Commercial_services,Liquid/gasBiofuels,2011-12,0
nsw,Electricity_gas_water_serv,Blackcoal,2011-12,593
nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2011-12,5
nsw,Electricity_gas_water_serv,Electricity,2011-12,32.7
nsw,Electricity_gas_water_serv,Naturalgas,2011-12,37.6
nsw,Electricity_gas_water_serv,Diesel,2011-12,1.4
nsw,Residential,Electricity,2011-12,84.2
nsw,Residential,Solarenergy,2011-12,3.5
nsw,Residential,Naturalgas,2011-12,25.1
nsw,Residential,Diesel,2011-12,0.1
nsw,Residential,LPG,2011-12,4.9
nsw,Manufacturing,Liquid/gasBiofuels,2011-12,2.5
nsw,Manufacturing,Electricity,2011-12,74.3
nsw,Manufacturing,Naturalgas,2011-12,67.4
nsw,Manufacturing,Fueloil,2011-12,17.1
nsw,Manufacturing,Diesel,2011-12,1.5
nsw,Manufacturing,LPG,2011-12,9.5
nsw,Mining,Liquid/gasBiofuels,2011-12,1.2
nsw,Mining,Electricity,2011-12,14.9
nsw,Mining,Naturalgas,2011-12,0
nsw,Mining,Fueloil,2011-12,0
nsw,Mining,Diesel,2011-12,36.1
nsw,Agriculture,Electricity,2011-12,2.4
nsw,Agriculture,Naturalgas,2011-12,0.3
nsw,Agriculture,Diesel,2011-12,24.6
nsw,Agriculture,LPG,2011-12,0.4
nsw,Mining,LPG,2011-12,0.1
nsw,Manufacturing,Blackcoal,2011-12,118.9
nsw,Construction,Electricity,2012-13,0.2
nsw,Construction,Naturalgas,2012-13,0.1
nsw,Construction,Diesel,2012-13,4.1
nsw,Transport_postal,Liquid/gasBiofuels,2012-13,6.8
nsw,Transport_postal,Electricity,2012-13,5
nsw,Transport_postal,Naturalgas,2012-13,2.1
nsw,Transport_postal,Fueloil,2012-13,5.1
nsw,Transport_postal,Diesel,2012-13,152
nsw,Transport_postal,LPG,2012-13,14.4
nsw,Commercial_services,Naturalgas,2012-13,10.3
nsw,Commercial_services,Fueloil,2012-13,0
nsw,Commercial_services,Diesel,2012-13,5.6
nsw,Commercial_services,LPG,2012-13,0.6
nsw,Commercial_services,Solarenergy,2012-13,0.1
nsw,Commercial_services,Electricity,2012-13,66.7
nsw,Commercial_services,Liquid/gasBiofuels,2012-13,0
nsw,Electricity_gas_water_serv,Blackcoal,2012-13,561.9
nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2012-13,4.8
nsw,Electricity_gas_water_serv,Electricity,2012-13,27
nsw,Electricity_gas_water_serv,Naturalgas,2012-13,48.9
nsw,Electricity_gas_water_serv,Diesel,2012-13,1.3
nsw,Residential,Electricity,2012-13,83.2
nsw,Residential,Solarenergy,2012-13,3.6
nsw,Residential,Naturalgas,2012-13,25.7
nsw,Residential,Diesel,2012-13,0.1
nsw,Residential,LPG,2012-13,4.9
nsw,Manufacturing,Liquid/gasBiofuels,2012-13,1.1
nsw,Manufacturing,Electricity,2012-13,63.9
nsw,Manufacturing,Naturalgas,2012-13,70
nsw,Manufacturing,Fueloil,2012-13,9.1
nsw,Manufacturing,Diesel,2012-13,2.6
nsw,Mining,Liquid/gasBiofuels,2012-13,1.7
nsw,Mining,Electricity,2012-13,16.2
nsw,Mining,Naturalgas,2012-13,0
nsw,Mining,Fueloil,2012-13,0
nsw,Mining,Diesel,2012-13,40.1
nsw,Agriculture,Electricity,2012-13,2.4
nsw,Agriculture,Naturalgas,2012-13,0.2
nsw,Agriculture,Diesel,2012-13,24.4
nsw,Agriculture,LPG,2012-13,0.4
nsw,Mining,LPG,2012-13,0.1
nsw,Manufacturing,LPG,2012-13,8.1
nsw,Manufacturing,Blackcoal,2012-13,108.5
nsw,Construction,Liquid/gasBiofuels,2013-14,0
nsw,Construction,Electricity,2013-14,0.2
nsw,Construction,Naturalgas,2013-14,0.1
nsw,Construction,Diesel,2013-14,4.1
nsw,Transport_postal,Liquid/gasBiofuels,2013-14,5.8
nsw,Transport_postal,Electricity,2013-14,5.1
nsw,Transport_postal,Naturalgas,2013-14,2
nsw,Transport_postal,Fueloil,2013-14,5.7
nsw,Transport_postal,Diesel,2013-14,155.7
nsw,Transport_postal,LPG,2013-14,13.4
nsw,Commercial_services,Fueloil,2013-14,0
nsw,Commercial_services,Diesel,2013-14,5.9
nsw,Commercial_services,LPG,2013-14,0.6
nsw,Commercial_services,Naturalgas,2013-14,10.5
nsw,Commercial_services,Solarenergy,2013-14,0.1
nsw,Commercial_services,Electricity,2013-14,66
nsw,Commercial_services,Liquid/gasBiofuels,2013-14,0
nsw,Electricity_gas_water_serv,Blackcoal,2013-14,526.8
nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2013-14,5.2
nsw,Electricity_gas_water_serv,Electricity,2013-14,27.7
nsw,Electricity_gas_water_serv,Naturalgas,2013-14,51.2
nsw,Electricity_gas_water_serv,Diesel,2013-14,2.3
nsw,Residential,Electricity,2013-14,77.3
nsw,Residential,Solarenergy,2013-14,3.6
nsw,Residential,Naturalgas,2013-14,26.3
nsw,Residential,Diesel,2013-14,0.1
nsw,Residential,LPG,2013-14,4.8
nsw,Manufacturing,Liquid/gasBiofuels,2013-14,1.2
nsw,Manufacturing,Electricity,2013-14,62.7
nsw,Manufacturing,Naturalgas,2013-14,66.5
nsw,Manufacturing,Fueloil,2013-14,1.7
nsw,Manufacturing,Diesel,2013-14,2.3
nsw,Manufacturing,LPG,2013-14,7.6
nsw,Mining,Liquid/gasBiofuels,2013-14,2.4
nsw,Mining,Electricity,2013-14,16.6
nsw,Mining,Naturalgas,2013-14,0.3
nsw,Mining,Fueloil,2013-14,0
nsw,Mining,Diesel,2013-14,40
nsw,Mining,LPG,2013-14,0.2
nsw,Agriculture,Electricity,2013-14,2.2
nsw,Agriculture,Naturalgas,2013-14,0.4
nsw,Agriculture,Diesel,2013-14,23.1
nsw,Agriculture,LPG,2013-14,0.4
nsw,Manufacturing,Blackcoal,2013-14,100.5
nsw,Construction,Electricity,2014-15,0.2
nsw,Construction,Liquid/gasBiofuels,2014-15,0
nsw,Construction,Naturalgas,2014-15,0.1
nsw,Construction,Diesel,2014-15,4.1
nsw,Transport_postal,Liquid/gasBiofuels,2014-15,4.5
nsw,Transport_postal,Electricity,2014-15,5.1
nsw,Transport_postal,Naturalgas,2014-15,2.6
nsw,Transport_postal,Fueloil,2014-15,4
nsw,Transport_postal,Diesel,2014-15,164.7
nsw,Transport_postal,LPG,2014-15,12.5
nsw,Commercial_services,Naturalgas,2014-15,10.8
nsw,Commercial_services,Fueloil,2014-15,0
nsw,Commercial_services,Diesel,2014-15,6.5
nsw,Commercial_services,Solarenergy,2014-15,0.1
nsw,Commercial_services,LPG,2014-15,0.6
nsw,Commercial_services,Electricity,2014-15,71.7
nsw,Commercial_services,Liquid/gasBiofuels,2014-15,0.1
nsw,Electricity_gas_water_serv,Blackcoal,2014-15,512.7
nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2014-15,5
nsw,Electricity_gas_water_serv,Electricity,2014-15,24.2
nsw,Electricity_gas_water_serv,Naturalgas,2014-15,45.6
nsw,Electricity_gas_water_serv,Diesel,2014-15,3.1
nsw,Residential,Electricity,2014-15,78.4
nsw,Residential,Solarenergy,2014-15,3.9
nsw,Residential,Naturalgas,2014-15,26.4
nsw,Residential,Diesel,2014-15,0.1
nsw,Residential,LPG,2014-15,4.6
nsw,Manufacturing,Liquid/gasBiofuels,2014-15,1.3
nsw,Manufacturing,Electricity,2014-15,62.7
nsw,Manufacturing,Solarenergy,2014-15,0
nsw,Manufacturing,Naturalgas,2014-15,65.7
nsw,Manufacturing,Fueloil,2014-15,1.9
nsw,Manufacturing,Diesel,2014-15,1.4
nsw,Manufacturing,LPG,2014-15,8.3
nsw,Mining,Liquid/gasBiofuels,2014-15,2.6
nsw,Mining,Electricity,2014-15,16.5
nsw,Mining,Naturalgas,2014-15,0
nsw,Mining,Fueloil,2014-15,0
nsw,Mining,Diesel,2014-15,39.3
nsw,Agriculture,Electricity,2014-15,2.3
nsw,Agriculture,Naturalgas,2014-15,0.3
nsw,Agriculture,Diesel,2014-15,25.3
nsw,Agriculture,LPG,2014-15,0.4
nsw,Mining,LPG,2014-15,0.1
nsw,Manufacturing,Blackcoal,2014-15,92.7
nsw,Construction,Electricity,2015-16,0.2
nsw,Construction,Liquid/gasBiofuels,2015-16,0
nsw,Construction,Naturalgas,2015-16,0.1
nsw,Construction,Diesel,2015-16,4.1
nsw,Transport_postal,Liquid/gasBiofuels,2015-16,3.9
nsw,Transport_postal,Electricity,2015-16,5.2
nsw,Transport_postal,Naturalgas,2015-16,2.6
nsw,Transport_postal,Fueloil,2015-16,4
nsw,Transport_postal,Diesel,2015-16,171.1
nsw,Transport_postal,LPG,2015-16,10.1
nsw,Commercial_services,Naturalgas,2015-16,11.2
nsw,Commercial_services,Diesel,2015-16,6.5
nsw,Commercial_services,Solarenergy,2015-16,0.1
nsw,Commercial_services,LPG,2015-16,0.6
nsw,Commercial_services,Electricity,2015-16,71.7
nsw,Commercial_services,Liquid/gasBiofuels,2015-16,0
nsw,Electricity_gas_water_serv,Blackcoal,2015-16,544.8
nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2015-16,4.8
nsw,Electricity_gas_water_serv,Electricity,2015-16,29.5
nsw,Electricity_gas_water_serv,Naturalgas,2015-16,51.3
nsw,Electricity_gas_water_serv,Diesel,2015-16,2.7
nsw,Residential,Electricity,2015-16,79
nsw,Residential,Solarenergy,2015-16,3.9
nsw,Residential,Naturalgas,2015-16,27
nsw,Residential,LPG,2015-16,4.9
nsw,Manufacturing,Liquid/gasBiofuels,2015-16,1.5
nsw,Manufacturing,Electricity,2015-16,64
nsw,Manufacturing,Solarenergy,2015-16,0
nsw,Manufacturing,Naturalgas,2015-16,63.9
nsw,Manufacturing,Fueloil,2015-16,1.1
nsw,Manufacturing,Diesel,2015-16,1.7
nsw,Mining,Liquid/gasBiofuels,2015-16,0.1
nsw,Mining,Electricity,2015-16,16.4
nsw,Mining,Naturalgas,2015-16,0
nsw,Mining,Fueloil,2015-16,0
nsw,Mining,Diesel,2015-16,45
nsw,Agriculture,Electricity,2015-16,2.1
nsw,Agriculture,Naturalgas,2015-16,0.3
nsw,Agriculture,Diesel,2015-16,27.5
nsw,Agriculture,LPG,2015-16,0.4
nsw,Mining,LPG,2015-16,0.1
nsw,Manufacturing,LPG,2015-16,8
nsw,Manufacturing,Blackcoal,2015-16,93.7
nsw,Construction,Liquid/gasBiofuels,2016-17,0
nsw,Construction,Electricity,2016-17,0.4
nsw,Construction,Naturalgas,2016-17,0.1
nsw,Construction,Diesel,2016-17,4.1
nsw,Transport_postal,Liquid/gasBiofuels,2016-17,3.7
nsw,Transport_postal,Electricity,2016-17,5.2
nsw,Transport_postal,Naturalgas,2016-17,2.7
nsw,Transport_postal,Fueloil,2016-17,4
nsw,Transport_postal,Diesel,2016-17,176.1
nsw,Transport_postal,LPG,2016-17,7.2
nsw,Commercial_services,Diesel,2016-17,6.5
nsw,Commercial_services,LPG,2016-17,0.7
nsw,Commercial_services,Naturalgas,2016-17,11
nsw,Commercial_services,Solarenergy,2016-17,0.1
nsw,Commercial_services,Electricity,2016-17,74.7
nsw,Commercial_services,Liquid/gasBiofuels,2016-17,0
nsw,Electricity_gas_water_serv,Blackcoal,2016-17,546.6
nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2016-17,4.8
nsw,Electricity_gas_water_serv,Electricity,2016-17,32
nsw,Electricity_gas_water_serv,Naturalgas,2016-17,32.2
nsw,Electricity_gas_water_serv,Diesel,2016-17,3
nsw,Residential,Electricity,2016-17,78
nsw,Residential,Solarenergy,2016-17,4
nsw,Residential,Naturalgas,2016-17,26.9
nsw,Residential,LPG,2016-17,4.1
nsw,Manufacturing,Liquid/gasBiofuels,2016-17,1.5
nsw,Manufacturing,Electricity,2016-17,63.3
nsw,Manufacturing,Solarenergy,2016-17,0
nsw,Manufacturing,Naturalgas,2016-17,60.3
nsw,Manufacturing,Fueloil,2016-17,1.3
nsw,Manufacturing,Diesel,2016-17,1.8
nsw,Manufacturing,LPG,2016-17,7.3
nsw,Mining,Liquid/gasBiofuels,2016-17,0.1
nsw,Mining,Electricity,2016-17,16.4
nsw,Mining,Naturalgas,2016-17,0
nsw,Mining,Diesel,2016-17,47
nsw,Agriculture,Electricity,2016-17,2
nsw,Agriculture,Naturalgas,2016-17,0.4
nsw,Agriculture,Diesel,2016-17,26.9
nsw,Agriculture,LPG,2016-17,0.4
nsw,Mining,LPG,2016-17,0.1
nsw,Manufacturing,Blackcoal,2016-17,95.1
nsw,Construction,Liquid/gasBiofuels,2017-18,0
nsw,Construction,Electricity,2017-18,0.7
nsw,Construction,Naturalgas,2017-18,0.1
nsw,Construction,Diesel,2017-18,4.2
nsw,Transport_postal,Liquid/gasBiofuels,2017-18,4
nsw,Transport_postal,Electricity,2017-18,5.3
nsw,Transport_postal,Naturalgas,2017-18,2.4
nsw,Transport_postal,Fueloil,2017-18,4
nsw,Transport_postal,Diesel,2017-18,190.4
nsw,Transport_postal,LPG,2017-18,3.9
nsw,Commercial_services,Naturalgas,2017-18,11.2
nsw,Commercial_services,Diesel,2017-18,6.8
nsw,Commercial_services,LPG,2017-18,0.5
nsw,Commercial_services,Solarenergy,2017-18,0.1
nsw,Commercial_services,Electricity,2017-18,76
nsw,Commercial_services,Liquid/gasBiofuels,2017-18,0
nsw,Electricity_gas_water_serv,Blackcoal,2017-18,557.4
nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2017-18,5.2
nsw,Electricity_gas_water_serv,Electricity,2017-18,33.6
nsw,Electricity_gas_water_serv,Naturalgas,2017-18,28
nsw,Electricity_gas_water_serv,Diesel,2017-18,3.2
nsw,Residential,Electricity,2017-18,79.1
nsw,Residential,Solarenergy,2017-18,4.2
nsw,Residential,Naturalgas,2017-18,27.8
nsw,Residential,LPG,2017-18,3.8
nsw,Manufacturing,Liquid/gasBiofuels,2017-18,1.5
nsw,Manufacturing,Electricity,2017-18,63.1
nsw,Manufacturing,Solarenergy,2017-18,0
nsw,Manufacturing,Naturalgas,2017-18,63.7
nsw,Manufacturing,Fueloil,2017-18,1.8
nsw,Manufacturing,Diesel,2017-18,1.5
nsw,Manufacturing,LPG,2017-18,7.5
nsw,Mining,Liquid/gasBiofuels,2017-18,0
nsw,Mining,Electricity,2017-18,16.1
nsw,Mining,Naturalgas,2017-18,0.2
nsw,Mining,Fueloil,2017-18,0
nsw,Mining,Diesel,2017-18,48.5
nsw,Agriculture,Electricity,2017-18,2
nsw,Agriculture,Naturalgas,2017-18,0.3
nsw,Agriculture,Diesel,2017-18,27.3
nsw,Agriculture,LPG,2017-18,0.3
nsw,Mining,LPG,2017-18,0.2
nsw,Manufacturing,Blackcoal,2017-18,92.6
nsw,Construction,Liquid/gasBiofuels,2018-19,0
nsw,Construction,Electricity,2018-19,0.6
nsw,Construction,Naturalgas,2018-19,0.1
nsw,Construction,Diesel,2018-19,4
nsw,Transport_postal,Liquid/gasBiofuels,2018-19,3.7
nsw,Transport_postal,Electricity,2018-19,6.1
nsw,Transport_postal,Naturalgas,2018-19,2.4
nsw,Transport_postal,Fueloil,2018-19,7.1
nsw,Transport_postal,Diesel,2018-19,198.4
nsw,Transport_postal,LPG,2018-19,2.9
nsw,Commercial_services,Diesel,2018-19,7.1
nsw,Commercial_services,LPG,2018-19,0.5
nsw,Commercial_services,Naturalgas,2018-19,11.4
nsw,Commercial_services,Solarenergy,2018-19,0.1
nsw,Commercial_services,Electricity,2018-19,77.5
nsw,Commercial_services,Liquid/gasBiofuels,2018-19,0
nsw,Electricity_gas_water_serv,Blackcoal,2018-19,564.4
nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2018-19,5
nsw,Electricity_gas_water_serv,Electricity,2018-19,34.8
nsw,Electricity_gas_water_serv,Naturalgas,2018-19,21.3
nsw,Electricity_gas_water_serv,Diesel,2018-19,3.4
nsw,Residential,Electricity,2018-19,77.5
nsw,Residential,Solarenergy,2018-19,4.3
nsw,Residential,Naturalgas,2018-19,28.4
nsw,Residential,LPG,2018-19,3.8
nsw,Manufacturing,Liquid/gasBiofuels,2018-19,1.5
nsw,Manufacturing,Electricity,2018-19,62.4
nsw,Manufacturing,Solarenergy,2018-19,0
nsw,Manufacturing,Naturalgas,2018-19,67.1
nsw,Manufacturing,Fueloil,2018-19,2.8
nsw,Manufacturing,Diesel,2018-19,1.6
nsw,Manufacturing,LPG,2018-19,7.4
nsw,Mining,Liquid/gasBiofuels,2018-19,0
nsw,Mining,Electricity,2018-19,17.2
nsw,Mining,Naturalgas,2018-19,0.2
nsw,Mining,Fueloil,2018-19,0.1
nsw,Mining,Diesel,2018-19,51.9
nsw,Mining,LPG,2018-19,0.2
nsw,Agriculture,Electricity,2018-19,2.2
nsw,Agriculture,Naturalgas,2018-19,0.4
nsw,Agriculture,Diesel,2018-19,21.3
nsw,Agriculture,LPG,2018-19,0.2
nsw,Manufacturing,Blackcoal,2018-19,87.2
qld,Construction,Naturalgas,2000-01,0.3
qld,Construction,Diesel,2000-01,8.7
qld,Transport_postal,Electricity,2000-01,3
qld,Transport_postal,Naturalgas,2000-01,1.2
qld,Transport_postal,Fueloil,2000-01,4.3
qld,Transport_postal,Diesel,2000-01,69.5
qld,Transport_postal,LPG,2000-01,5.6
qld,Commercial_services,Naturalgas,2000-01,0.3
qld,Commercial_services,Diesel,2000-01,4.6
qld,Commercial_services,LPG,2000-01,0.7
qld,Commercial_services,Blackcoal,2000-01,0.6
qld,Commercial_services,Electricity,2000-01,33
qld,Electricity_gas_water_serv,Blackcoal,2000-01,421.8
qld,Electricity_gas_water_serv,Electricity,2000-01,26.2
qld,Electricity_gas_water_serv,Fueloil,2000-01,0.9
qld,Electricity_gas_water_serv,Diesel,2000-01,4
qld,Residential,Electricity,2000-01,33.7
qld,Residential,Solarenergy,2000-01,0.4
qld,Residential,Naturalgas,2000-01,1.5
qld,Residential,Diesel,2000-01,0.6
qld,Residential,LPG,2000-01,2
qld,Manufacturing,Electricity,2000-01,52
qld,Manufacturing,Naturalgas,2000-01,46.1
qld,Manufacturing,Fueloil,2000-01,10
qld,Manufacturing,Diesel,2000-01,2.2
qld,Manufacturing,LPG,2000-01,1.3
qld,Mining,Electricity,2000-01,20.6
qld,Mining,Naturalgas,2000-01,10
qld,Mining,Diesel,2000-01,22.1
qld,Agriculture,Electricity,2000-01,1.3
qld,Agriculture,Naturalgas,2000-01,0.1
qld,Agriculture,Diesel,2000-01,13
qld,Agriculture,LPG,2000-01,0.3
qld,Manufacturing,Blackcoal,2000-01,52.7
qld,Construction,Naturalgas,2001-02,0.3
qld,Construction,Diesel,2001-02,8.4
qld,Transport_postal,Electricity,2001-02,2.9
qld,Transport_postal,Naturalgas,2001-02,1.3
qld,Transport_postal,Fueloil,2001-02,4.2
qld,Transport_postal,Diesel,2001-02,73.9
qld,Commercial_services,Naturalgas,2001-02,0.3
qld,Commercial_services,Diesel,2001-02,5.1
qld,Commercial_services,LPG,2001-02,0.6
qld,Commercial_services,Blackcoal,2001-02,0.6
qld,Commercial_services,Electricity,2001-02,33.9
qld,Transport_postal,LPG,2001-02,5.6
qld,Electricity_gas_water_serv,Blackcoal,2001-02,452
qld,Electricity_gas_water_serv,Electricity,2001-02,27.3
qld,Electricity_gas_water_serv,Fueloil,2001-02,1
qld,Electricity_gas_water_serv,Diesel,2001-02,4.1
qld,Residential,Electricity,2001-02,34.3
qld,Residential,Solarenergy,2001-02,0.4
qld,Residential,Naturalgas,2001-02,1.5
qld,Residential,Diesel,2001-02,0.6
qld,Residential,LPG,2001-02,2
qld,Manufacturing,Electricity,2001-02,53.1
qld,Manufacturing,Naturalgas,2001-02,46
qld,Manufacturing,Fueloil,2001-02,9.6
qld,Manufacturing,Diesel,2001-02,2.2
qld,Manufacturing,LPG,2001-02,1.2
qld,Mining,Electricity,2001-02,20.6
qld,Mining,Naturalgas,2001-02,10.5
qld,Mining,Diesel,2001-02,24
qld,Agriculture,Electricity,2001-02,1.2
qld,Agriculture,Naturalgas,2001-02,0.1
qld,Agriculture,Diesel,2001-02,13.3
qld,Agriculture,LPG,2001-02,0.3
qld,Manufacturing,Blackcoal,2001-02,52
qld,Construction,Naturalgas,2002-03,0.3
qld,Construction,Diesel,2002-03,8.1
qld,Transport_postal,Electricity,2002-03,4.2
qld,Transport_postal,Naturalgas,2002-03,1.3
qld,Transport_postal,Fueloil,2002-03,3.8
qld,Transport_postal,Diesel,2002-03,77.6
qld,Transport_postal,LPG,2002-03,6.9
qld,Commercial_services,Naturalgas,2002-03,0.3
qld,Commercial_services,Diesel,2002-03,4.6
qld,Commercial_services,LPG,2002-03,0.5
qld,Commercial_services,Blackcoal,2002-03,0.6
qld,Commercial_services,Solarenergy,2002-03,0
qld,Commercial_services,Electricity,2002-03,40.8
qld,Electricity_gas_water_serv,Blackcoal,2002-03,453.4
qld,Electricity_gas_water_serv,Liquid/gasBiofuels,2002-03,0.3
qld,Electricity_gas_water_serv,Electricity,2002-03,28
qld,Electricity_gas_water_serv,Naturalgas,2002-03,22
qld,Electricity_gas_water_serv,Fueloil,2002-03,1.1
qld,Electricity_gas_water_serv,Diesel,2002-03,5.4
qld,Residential,Electricity,2002-03,38.2
qld,Residential,Solarenergy,2002-03,0.4
qld,Residential,Naturalgas,2002-03,1.4
qld,Residential,Diesel,2002-03,0.6
qld,Residential,LPG,2002-03,2.2
qld,Manufacturing,Liquid/gasBiofuels,2002-03,0.1
qld,Manufacturing,Electricity,2002-03,57
qld,Manufacturing,Naturalgas,2002-03,60.2
qld,Manufacturing,Fueloil,2002-03,9
qld,Manufacturing,Diesel,2002-03,5.1
qld,Manufacturing,LPG,2002-03,1.5
qld,Mining,Electricity,2002-03,16.8
qld,Mining,Naturalgas,2002-03,8.5
qld,Mining,Fueloil,2002-03,0.3
qld,Mining,Diesel,2002-03,37.5
qld,Agriculture,Electricity,2002-03,1.5
qld,Agriculture,Naturalgas,2002-03,0.1
qld,Agriculture,Diesel,2002-03,16.5
qld,Agriculture,LPG,2002-03,0.3
qld,Mining,LPG,2002-03,0
qld,Manufacturing,Blackcoal,2002-03,49.8
qld,Construction,Naturalgas,2003-04,0.3
qld,Construction,Diesel,2003-04,8.2
qld,Transport_postal,Electricity,2003-04,4.2
qld,Transport_postal,Naturalgas,2003-04,1.4
qld,Transport_postal,Fueloil,2003-04,3.9
qld,Transport_postal,Diesel,2003-04,82.9
qld,Transport_postal,LPG,2003-04,6.9
qld,Commercial_services,Naturalgas,2003-04,0.3
qld,Commercial_services,Diesel,2003-04,5.6
qld,Commercial_services,LPG,2003-04,1.4
qld,Commercial_services,Blackcoal,2003-04,0.6
qld,Commercial_services,Solarenergy,2003-04,0
qld,Commercial_services,Electricity,2003-04,41.7
qld,Electricity_gas_water_serv,Blackcoal,2003-04,497.4
qld,Electricity_gas_water_serv,Liquid/gasBiofuels,2003-04,0.5
qld,Electricity_gas_water_serv,Electricity,2003-04,36.9
qld,Electricity_gas_water_serv,Naturalgas,2003-04,24.7
qld,Electricity_gas_water_serv,Fueloil,2003-04,1.2
qld,Electricity_gas_water_serv,Diesel,2003-04,5.2
qld,Residential,Electricity,2003-04,40.2
qld,Residential,Solarenergy,2003-04,0.4
qld,Residential,Naturalgas,2003-04,1.5
qld,Residential,Diesel,2003-04,0.5
qld,Residential,LPG,2003-04,2.3
qld,Manufacturing,Liquid/gasBiofuels,2003-04,0.1
qld,Manufacturing,Electricity,2003-04,57.6
qld,Manufacturing,Naturalgas,2003-04,60.4
qld,Manufacturing,Fueloil,2003-04,8.7
qld,Manufacturing,Diesel,2003-04,4.7
qld,Manufacturing,LPG,2003-04,1.9
qld,Mining,Electricity,2003-04,17.3
qld,Mining,Naturalgas,2003-04,9.1
qld,Mining,Fueloil,2003-04,0.3
qld,Mining,Diesel,2003-04,39.5
qld,Mining,LPG,2003-04,0
qld,Agriculture,Electricity,2003-04,1.6
qld,Agriculture,Naturalgas,2003-04,0.1
qld,Agriculture,Diesel,2003-04,16.5
qld,Agriculture,LPG,2003-04,0.3
qld,Manufacturing,Blackcoal,2003-04,50.4
qld,Construction,Naturalgas,2004-05,0.3
qld,Construction,Diesel,2004-05,8
qld,Transport_postal,Electricity,2004-05,4
qld,Transport_postal,Naturalgas,2004-05,1.4
qld,Transport_postal,Fueloil,2004-05,3.8
qld,Transport_postal,Diesel,2004-05,85.5
qld,Transport_postal,LPG,2004-05,6.6
qld,Commercial_services,Naturalgas,2004-05,0.3
qld,Commercial_services,Diesel,2004-05,5.1
qld,Commercial_services,Solarenergy,2004-05,0
qld,Commercial_services,LPG,2004-05,1.3
qld,Commercial_services,Blackcoal,2004-05,0.6
qld,Commercial_services,Electricity,2004-05,42.4
qld,Electricity_gas_water_serv,Blackcoal,2004-05,541.1
qld,Electricity_gas_water_serv,Liquid/gasBiofuels,2004-05,0.7
qld,Electricity_gas_water_serv,Electricity,2004-05,30.2
qld,Electricity_gas_water_serv,Naturalgas,2004-05,22
qld,Electricity_gas_water_serv,Fueloil,2004-05,1.4
qld,Electricity_gas_water_serv,Diesel,2004-05,5.2
qld,Residential,Electricity,2004-05,40.3
qld,Residential,Solarenergy,2004-05,0.4
qld,Residential,Naturalgas,2004-05,2.5
qld,Residential,Diesel,2004-05,0.5
qld,Residential,LPG,2004-05,2.3
qld,Manufacturing,Liquid/gasBiofuels,2004-05,0.2
qld,Manufacturing,Electricity,2004-05,59.9
qld,Manufacturing,Naturalgas,2004-05,61.3
